Page ID,Page Name,Disclaimer,Amount Spent (EUR)
103355385129734,The Climate Pledge,The Climate Pledge,248
63415881040,Aktion Deutschland Hilft,Aktion Deutschland Hilft,119
82734241364,Campact e.V.,Campact e.V.,115
323245001172018,Bundesministerium für Gesundheit,Bundesministerium für Gesundheit,≤100
1565754943752371,Robert Farle,Robert Farle,≤100
144380008933707,SPD-Fraktion im Bundestag,SPD-Bundestagsfraktion,≤100
106626487721376,Amazon Europe,Amazon Europe,≤100
22541752487,Greenpeace Deutschland,Greenpeace Deutschland,≤100
481033845692472,Entschieden. Gegen Krebs.,ENTSCHIEDEN. Gegen Krebs.,≤100
123921283433,Fraktion DIE LINKE. im Bundestag,Fraktion DIE LINKE. im Bundestag,≤100
331832984040,LichtBlick,LichtBlick,≤100
161674141345516,Weltverbesserer,Die Techniker (TK),≤100
540404695989874,AfD,AfD,≤100
137267732953826,Berliner Zeitung,Berliner Verlag GmbH,≤100
198862383502965,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,DGB-Jugend Niedersachsen - Bremen - Sachsen-Anhalt,≤100
178362315106,European Parliament,European Parliament,≤100
206627416208075,"Eric Eigendorf, SPD",Eric Eigendorf,≤100
23216224900,Plan International Deutschland,Plan International Deutschland,≤100
103543765076599,Karsten Lippmann- Bundestagskandidat,DIE LINKE Kreisverband Harz,≤100
170688644503,UNICEF Deutschland,UNICEF Deutschland,≤100
118776688142153,enviaM,envia Mitteldeutsche Energie AG,≤100
828592350541836,Bildungswerk für Kommunalpolitik Sachsen e.V.,Lutz Barthel,≤100
453150811428411,Mastercard,Mastercard,≤100
192173427494417,"WOLF Heizung, Klima, Lüftung",WOLF GmbH,≤100
478399422560922,KadeFungin,DR. KADE,≤100
101209475483167,Thomas Gruschka,Thomas Gruschka,≤100
90035328642,PETA Deutschland,PETA Deutschland,≤100
107898832590939,European Commission,European Commission,≤100
417905399079008,The Honu Movement,Ocean Plastic Cleanup gemeinnützige GmbH,≤100
1947378708884004,Initiative Frosch,Initiative Frosch,≤100
154149027994068,ZDF,ZDF,≤100
248913988520756,Union Investment,Union Investment Privatfonds GmbH,≤100
108268845888673,Bundesministerium für Arbeit und Soziales,Bundesministerium für Arbeit und Soziales,≤100
2188342231399828,HSI/Deutschland,HSI/Deutschland,≤100
116000986793106,Klima,Climate Labs GmbH,≤100
1078884028800904,AfD-Fraktion Sachsen-Anhalt,AfD-Fraktion Sachsen-Anhalt,≤100
116335026590900,Mülltrennung wirkt,die dualen Systeme,≤100
1578640155687393,Sea-Watch,Sea-Watch,≤100
412708008752200,RaboDirect Deutschland,RaboDirect Deutschland,≤100
1609555372394092,17 Ziele,Engagement Global - Service für Entwicklungsinitiativen,≤100
103919417972272,Unabhängiger Beauftragter für Fragen des sexuellen Kindesmissbrauchs,Unabhängiger Beauftragter für Fragen des sexuellen Kindesmissbrauchs,≤100
101856841892664,Denis Korn - Bundestagskandidat 2021,Ralf Denis Korn,≤100
380349938694731,Mentor Verlag,Mentor Verlag,≤100
538936319946884,GermanDream,GermanDream mit Facebook-Werbegutschrift,≤100
1981196135436028,Europe Direct Magdeburg,Europe Direct Informationszentrum Sachsen-Anhalt/ Magdeburg,≤100
1982314815387746,EYD,Humanitarian Clothing GmbH,≤100
104641917753059,Forschung ist die beste Medizin,Verband Forschender Arzneimittelhersteller e.V.,≤100
107411260903386,The Mother Nature App,The Mother Nature GmbH,≤100
190633894286732,Diakonie Katastrophenhilfe,Diakonie Katastrophenhilfe,≤100
261985647756704,AfD im EU-Parlament,AfD im EU-Parlament,≤100
11309713071,Gates Foundation,Essence,≤100
614408642007931,Zurich,Zürich Beteiligungs AG,≤100
113066003408907,Pilecki-Institut,Pilecki-Institut Berlin,≤100
128440447895402,Jeder Tag zählt e.V.,Jeder Tag zählt e.V.,≤100
1745982485667400,Guido Reil,Guido Reil,≤100
106637900016,BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt,BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt,≤100
228606667667157,MPULSE,Metro AG,≤100
341486659645594,FDP Fraktion Bundestag,FDP Fraktion Bundestag,≤100
109573920927141,Ichwillfair,Initiative für nachhaltige Agrarlieferketten,≤100
346410012055,C. Bertelsmann Verlag,Penguin Random House Verlagsgruppe GmbH,≤100
81386795687,CSU (Christlich-Soziale Union),CSU (Christlich-Soziale Union),≤100
106228371370026,Frank Wyszkowski,Frank Wyszkowski,≤100
235038956533510,BÜNDNIS 90/DIE GRÜNEN - Salzlandkreis,Andreas Gernegroß,≤100
205407872835976,Gabor Steingart,Media Pioneer Publishing AG,≤100
143034515745865,SEAT,SEAT Deutschland,≤100
150293685043462,Sarah Lesch,These ads ran without a disclaimer,≤100
85631722001,Marca Colombia - www.colombia.co,These ads ran without a disclaimer,≤100
135591596484147,ABDA - Bundesvereinigung Deutscher Apothekerverbände e. V.,ABDA - Bundesvereinigung Deutscher Apothekerverbände e. V.,≤100
158888744130107,Hubert Aiwanger Minister Bundesvors. Freie Wähler,Hubert Aiwanger,≤100
52888328642,"Oliver Luksic, MdB","Oliver Luksic, MdB",≤100
